Record Length,2500,Points,-2.86000012E-3,0.0,,Record Length,2500,Points,-2.86000012E-3,0.0,
Sample Interval,2.0000000E-6,s,-2.85800011E-3,0.0,,Sample Interval,2.0000000E-6,s,-2.85800011E-3,0.0,
Trigger Point,1.4300001E3,Samples,-2.85600009E-3,0.0,,Trigger Point,1.4300001E3,Samples,-2.85600009E-3,0.0,
,,,-2.85400008E-3,0.0,,,,,-2.85400008E-3,0.0,
,,,-2.85200006E-3,0.0,,,,,-2.85200006E-3,0.0,
,,,-2.85000005E-3,0.0,,,,,-2.85000005E-3,0.0,
Source,CH1,,-2.84800003E-3,0.0,,Source,CH2,,-2.84800003E-3,0.0,
Vertical Units,Volts,,-2.84600002E-3,0.0,,Vertical Units,Volts,,-2.84600002E-3,0.0,
Vertical Scale,5.00000007,,-2.84400024E-3,0.0,,Vertical Scale,999.999977648E-3,,-2.84400024E-3,0.0,
Vertical Offset,0,,-2.84200022E-3,0.0,,Vertical Offset,0,,-2.84200022E-3,0.0,
Horizontal Units,s,,-2.84000020E-3,0.0,,Horizontal Units,s,,-2.84000020E-3,0.0,
Horizontal Scale,499.999998738E-6,,-2.83800019E-3,0.0,,Horizontal Scale,499.999998738E-6,,-2.83800019E-3,0.0,
Pt Fmt,Y,,-2.83600017E-3,0.0,,Pt Fmt,Y,,-2.83600017E-3,0.0,
Yzero,0.0,,-2.83400016E-3,0.0,,Yzero,-40.00000000E-3,,-2.83400016E-3,0.0,
Probe Atten,1.000000,,-2.83200014E-3,0.0,,Probe Atten,1.000000,,-2.83200014E-3,0.0,
,,,-2.83000013E-3,0.0,,,,,-2.83000013E-3,0.0,
Note,TDS 1002B - 4:06:36 PM   2/22/2024,,-2.82800011E-3,0.0,,Note,TDS 1002B - 4:06:36 PM   2/22/2024,,-2.82800011E-3,0.0,
,,,-2.82600010E-3,0.0,,,,,-2.82600010E-3,0.0,
,,,-2.82400008E-3,0.0,,,,,-2.82400008E-3,0.0,
,,,-2.82200007E-3,0.0,,,,,-2.82200007E-3,0.0,
,,,-2.82000005E-3,0.0,,,,,-2.82000005E-3,0.0,
,,,-2.81800004E-3,0.0,,,,,-2.81800004E-3,0.0,
,,,-2.81600002E-3,0.0,,,,,-2.81600002E-3,0.0,
,,,-2.81400024E-3,0.0,,,,,-2.81400024E-3,0.0,
,,,-2.81200022E-3,0.0,,,,,-2.81200022E-3,0.0,
,,,-2.81000021E-3,0.0,,,,,-2.81000021E-3,0.0,
,,,-2.80800019E-3,0.0,,,,,-2.80800019E-3,0.0,
,,,-2.80600018E-3,0.0,,,,,-2.80600018E-3,0.0,
,,,-2.80400016E-3,0.0,,,,,-2.80400016E-3,0.0,
,,,-2.80200015E-3,0.0,,,,,-2.80200015E-3,39.99999911E-3,
,,,-2.80000013E-3,0.0,,,,,-2.80000013E-3,0.0,
,,,-2.79800012E-3,0.0,,,,,-2.79800012E-3,0.0,
,,,-2.79600010E-3,0.0,,,,,-2.79600010E-3,0.0,
,,,-2.79400009E-3,0.0,,,,,-2.79400009E-3,0.0,
,,,-2.79200007E-3,0.0,,,,,-2.79200007E-3,0.0,
,,,-2.79000006E-3,0.0,,,,,-2.79000006E-3,0.0,
,,,-2.78800004E-3,0.0,,,,,-2.78800004E-3,0.0,
,,,-2.78600003E-3,0.0,,,,,-2.78600003E-3,0.0,
,,,-2.78400001E-3,0.0,,,,,-2.78400001E-3,0.0,
,,,-2.78200023E-3,0.0,,,,,-2.78200023E-3,0.0,
,,,-2.78000021E-3,0.0,,,,,-2.78000021E-3,0.0,
,,,-2.77800020E-3,0.0,,,,,-2.77800020E-3,0.0,
,,,-2.77600018E-3,-200.00000298E-3,,,,,-2.77600018E-3,0.0,
,,,-2.77400017E-3,0.0,,,,,-2.77400017E-3,0.0,
,,,-2.77200015E-3,0.0,,,,,-2.77200015E-3,0.0,
,,,-2.77000014E-3,0.0,,,,,-2.77000014E-3,0.0,
