Record Length,2500,Points,-2.96000019E-3,0.0,,Record Length,2500,Points,-2.96000019E-3,0.0,
Sample Interval,2.0000000E-6,s,-2.95800017E-3,0.0,,Sample Interval,2.0000000E-6,s,-2.95800017E-3,0.0,
Trigger Point,1.4800002E3,Samples,-2.95600016E-3,-200.00000298E-3,,Trigger Point,1.4800002E3,Samples,-2.95600016E-3,0.0,
,,,-2.95400014E-3,0.0,,,,,-2.95400014E-3,0.0,
,,,-2.95200013E-3,0.0,,,,,-2.95200013E-3,0.0,
,,,-2.95000011E-3,0.0,,,,,-2.95000011E-3,0.0,
Source,CH1,,-2.94800010E-3,0.0,,Source,CH2,,-2.94800010E-3,0.0,
Vertical Units,Volts,,-2.94600008E-3,0.0,,Vertical Units,Volts,,-2.94600008E-3,0.0,
Vertical Scale,5.00000007,,-2.94400030E-3,0.0,,Vertical Scale,999.999977648E-3,,-2.94400030E-3,0.0,
Vertical Offset,0,,-2.94200028E-3,0.0,,Vertical Offset,0,,-2.94200028E-3,0.0,
Horizontal Units,s,,-2.94000027E-3,0.0,,Horizontal Units,s,,-2.94000027E-3,0.0,
Horizontal Scale,499.999998738E-6,,-2.93800025E-3,0.0,,Horizontal Scale,499.999998738E-6,,-2.93800025E-3,-39.99999911E-3,
Pt Fmt,Y,,-2.93600024E-3,0.0,,Pt Fmt,Y,,-2.93600024E-3,0.0,
Yzero,0.0,,-2.93400022E-3,0.0,,Yzero,-40.00000000E-3,,-2.93400022E-3,0.0,
Probe Atten,1.000000,,-2.93200021E-3,0.0,,Probe Atten,1.000000,,-2.93200021E-3,0.0,
,,,-2.93000019E-3,0.0,,,,,-2.93000019E-3,0.0,
Note,TDS 1002B - 4:09:50 PM   2/22/2024,,-2.92800018E-3,0.0,,Note,TDS 1002B - 4:09:50 PM   2/22/2024,,-2.92800018E-3,0.0,
,,,-2.92600016E-3,0.0,,,,,-2.92600016E-3,0.0,
,,,-2.92400015E-3,0.0,,,,,-2.92400015E-3,0.0,
,,,-2.92200013E-3,0.0,,,,,-2.92200013E-3,0.0,
,,,-2.92000012E-3,0.0,,,,,-2.92000012E-3,0.0,
,,,-2.91800010E-3,0.0,,,,,-2.91800010E-3,0.0,
,,,-2.91600008E-3,0.0,,,,,-2.91600008E-3,0.0,
,,,-2.91400030E-3,0.0,,,,,-2.91400030E-3,0.0,
,,,-2.91200029E-3,0.0,,,,,-2.91200029E-3,0.0,
,,,-2.91000027E-3,0.0,,,,,-2.91000027E-3,0.0,
,,,-2.90800026E-3,0.0,,,,,-2.90800026E-3,0.0,
,,,-2.90600024E-3,0.0,,,,,-2.90600024E-3,0.0,
,,,-2.90400023E-3,0.0,,,,,-2.90400023E-3,0.0,
,,,-2.90200021E-3,-200.00000298E-3,,,,,-2.90200021E-3,0.0,
,,,-2.90000020E-3,0.0,,,,,-2.90000020E-3,0.0,
,,,-2.89800018E-3,0.0,,,,,-2.89800018E-3,0.0,
,,,-2.89600017E-3,0.0,,,,,-2.89600017E-3,39.99999911E-3,
,,,-2.89400015E-3,0.0,,,,,-2.89400015E-3,0.0,
,,,-2.89200014E-3,0.0,,,,,-2.89200014E-3,0.0,
,,,-2.89000012E-3,0.0,,,,,-2.89000012E-3,0.0,
,,,-2.88800010E-3,0.0,,,,,-2.88800010E-3,0.0,
,,,-2.88600009E-3,0.0,,,,,-2.88600009E-3,0.0,
,,,-2.88400007E-3,-200.00000298E-3,,,,,-2.88400007E-3,0.0,
,,,-2.88200029E-3,0.0,,,,,-2.88200029E-3,0.0,
